claim,schedule,seed_lane,stream_seed,d,n,T,beta1,beta2,eta,B0,avg_grad_l1,avg_grad_l2
4,paper,6,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.07949153003311071,0.017924875794094398
4,paper,7,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.07925191763687439,0.017630251938531617
4,paper,8,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.07670871368996587,0.017025185635175757
4,paper,9,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.08100664919284596,0.018274458959390515
4,paper,10,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.0738174278805603,0.01718559402823026
4,paper,11,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.07812316494034173,0.017890906885153983
4,paper,12,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.08713671958605239,0.019176285115142484
4,paper,13,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.061077953474251295,0.014766632003969103
4,paper,14,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.08317885096807384,0.018477418924864097
4,paper,15,13210321979376459101,32,4,512,0.012401570718501561,0.012401570718501561,0.0021923086881042446,4,0.0776055432906484,0.01740291414338961
4,paper,0,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.058810785547354964,0.013310313742167335
4,paper,1,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.06428430567663394,0.01432715269043909
4,paper,2,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.057846645303540146,0.012728391175349279
4,paper,3,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.05665333533365303,0.012906669960987287
4,paper,4,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.06252145763551017,0.014084493801368489
4,paper,5,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.062433879485809515,0.013899633251960083
4,paper,6,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.054771252077334555,0.012546333207685638
4,paper,7,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.06259210188418479,0.013938596255403475
4,paper,8,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.06201499858010851,0.014180548523833774
4,paper,9,2197811594496866684,32,4,1024,0.007812500000000002,0.007812500000000002,0.001381067932004976,4,0.06071733360022605,0.01347717316610538
